,NameOfSubstance,hsdb_log_kow,Crippen_MolLogP,Crippen_MolMR,Chi0n,Chi0v,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,ExactMolWt,FractionCSP3,allKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,N_AliphCarbC,N_AliphHetC,N_AliphRing,N_AmideBonds,N_AromCarbC,N_AromHetC,N_AromRing,N_AtomStereoCenters,N_BridgeheadAtoms,N_HBA,N_HBD,N_Heteroatoms,N_Heterocycles,N_LipinskiHBA,N_LipinskiHBD,N_Rings,N_RotatableBonds,N_CarbC,N_SatHetC,N_SatRing,N_SpiroAt,N_UnsAtSterCent
136,CYCLOHEXANONE,0.81,1.5196,28.091999999999985,4.443782196396601,4.443782196396601,2.9112309264184786,2.9112309264184786,2.099335306374634,2.099335306374634,1.4112309264184788,1.4112309264184788,0.9461142625940431,0.9461142625940431,98.07316494,0.8333333333333334,-0.33,4.8199250374812594,2.101967961325131,1.298148750019123,43.719652546327126,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
137,ADIPIC ACID,0.08,0.7160000000000002,33.73959999999999,5.539350896673833,5.539350896673833,3.0625686671503685,3.0625686671503685,1.9945838676332537,1.9945838676332537,1.031284333575184,1.031284333575184,0.5524514503058253,0.5524514503058253,146.0579088,0.6666666666666666,-1.06,8.94,4.784806790484913,6.9399999999999995,58.475473304292144,0,0,0,0,0,0,0,0,0,2,2,4,0,4,2,0,5,0,0,0,0,0
138,VINYL ACETATE,0.73,0.693,21.96299999999999,3.6009536313038994,3.6009536313038994,1.552198841323242,1.552198841323242,0.776099420661621,0.776099420661621,0.24929698596356012,0.24929698596356012,0.11735402420532194,0.11735402420532194,86.036779432,0.25,-0.79,5.21,2.4475296912114013,3.21,36.41954166838576,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,0,0
139,ACRYLAMIDE,-0.67,-0.34230000000000005,19.391399999999997,2.770055610029662,2.770055610029662,1.1897227048854204,1.1897227048854204,0.6064930722941142,0.6064930722941142,0.2011844635310913,0.2011844635310913,0.0,0.0,71.03711378,0.0,-0.79,4.21,1.5215264797507788,3.21,30.28094502149499,0,0,0,1,0,0,0,0,0,1,1,2,0,2,2,0,1,0,0,0,0,0
140,ALLYL ALCOHOL,0.17,0.16469999999999996,17.282799999999998,2.4387774270626785,2.4387774270626785,1.1327243469445638,1.1327243469445638,0.4712493204298682,0.4712493204298682,0.12909944487358055,0.12909944487358055,0.0,0.0,58.041864812,0.3333333333333333,-0.30000000000000004,3.7,2.700000000000001,1.7000000000000013,25.573765976634522,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
141,Ethyl acrylate,1.32,0.7355,26.829999999999988,4.3080604124904465,4.3080604124904465,2.1009536313038994,2.1009536313038994,0.9561724408530002,0.9561724408530002,0.45326313239628546,0.45326313239628546,0.20118446353109132,0.20118446353109132,100.052429496,0.4,-0.79,6.210000000000001,3.401938579654511,3.0288906629955825,42.78448378278237,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0
142,Methyl acrylate,0.8,0.34539999999999993,22.21299999999999,3.6009536313038994,3.6009536313038994,1.513420005986402,1.513420005986402,0.7272838841927123,0.7272838841927123,0.36785113019775806,0.36785113019775806,0.08333333333333334,0.08333333333333334,86.036779432,0.25,-0.79,5.21,2.4475296912114013,1.5215264797507788,36.41954166838576,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,0,0
143,Methyl methacrylate,1.38,0.7354999999999999,26.829999999999988,4.523603362114274,4.523603362114274,1.920049971521,1.920049971521,1.271911709687107,1.271911709687107,0.5338571184786371,0.5338571184786371,0.174230856264669,0.174230856264669,100.052429496,0.4,-0.79,6.210000000000001,2.394521355353814,1.9777543186180424,42.784483782782374,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,0,0
144,ALPHA-METHYL STYRENE,3.48,2.7197000000000005,41.15000000000002,5.593858127134677,5.593858127134677,3.0142369931162336,3.0142369931162336,2.1463554896743497,2.1463554896743497,1.2665883481753843,1.2665883481753843,0.7226706494170987,0.7226706494170987,118.07825032,0.1111111111111111,-1.04,6.085628140703518,2.492201093530749,1.4254483456763811,55.83662643050253,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
145,PARATHION,3.83,3.2711000000000023,71.26140000000002,10.067531572914694,11.778455344842337,5.336107094600883,7.892145696291657,3.1250607825819983,6.060100725411168,1.8391786287701846,4.278519578509709,1.1640120058549004,3.246981827895552,291.03303017799993,0.4,-1.01,15.04885815185403,6.797884586240475,4.343346752924327,110.26471109131683,0,0,0,0,1,0,1,0,0,6,0,8,0,6,0,1,7,0,0,0,0,0
146,ENDRIN,5.2,4.481400000000002,77.57500000000003,9.34724352484353,13.882817200954259,6.249144789936064,8.51693162799143,6.306182474345143,9.581833664301058,5.923293583236558,10.215793303651186,5.298209213835469,8.43442226552977,377.870630956,0.8333333333333334,1.44,12.932158223084155,3.2014111163459638,0.9859582678778774,139.96799807715874,4,1,5,0,0,0,0,8,4,1,0,7,1,1,0,5,0,3,1,4,0,8
147,ALDRIN,6.5,5.270200000000002,78.05400000000002,8.938995234379666,13.474568910490396,5.777740269145033,8.045527107200398,5.625768656905371,8.901419846861288,5.123356209227696,9.415855929642326,4.4780601699064375,7.614273221600738,361.875716336,0.6666666666666666,1.22,12.922960575085408,3.339877471519769,0.9734449954580695,135.17068096899683,4,0,4,0,0,0,0,6,4,0,0,6,0,0,0,4,0,2,0,2,0,6
148,DDT,6.91,6.495500000000002,85.03700000000002,9.585974787752768,13.365619517845046,5.453670996399344,7.343493361445482,4.077727698670574,7.3195386446082376,2.734003689072726,3.8926099904596723,1.8808753912804443,2.888780652638384,351.914688688,0.14285714285714285,-0.11000000000000021,15.282101252716993,6.1146915736885745,3.9329189571627996,136.73471268876256,0,0,0,0,2,0,2,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0
149,"2,4-D",2.81,2.4568000000000003,49.59280000000002,6.458796711201563,7.970654603238472,3.390081958123741,4.146010904142196,2.257157536130405,3.100793443342995,1.245073630858628,1.775540298863405,0.7317541753591862,1.1948025767502604,219.96939941199997,0.125,-0.9299999999999997,10.15285004142502,4.34685154672948,3.1253247611664166,84.83712088380017,0,0,0,0,1,0,1,0,0,2,1,5,0,3,1,1,3,0,0,0,0,0
150,PROPYLPARABEN,3.04,1.9589999999999999,48.68030000000003,7.487324815559284,7.487324815559284,4.199004209041122,4.199004209041122,2.6827932154365772,2.6827932154365772,1.5402875382840657,1.5402875382840657,0.8756060058362162,0.8756060058362162,180.078644244,0.3,-1.5099999999999998,9.577032201914708,4.499571342364573,2.780670678629494,76.96047265883006,0,0,0,0,1,0,1,0,0,3,1,3,0,3,1,1,3,0,0,0,0,0
151,CHLORINE,0.85,0.6895,5.853,0.3779644730092272,1.1338934190276817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.96885268,0.0,0.29,1.2900000000000005,1.7382758620689658,10.083103448275864,13.521571012453132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
152,BENZYL BENZOATE,3.97,3.0436000000000014,62.00350000000004,8.797106054010534,8.797106054010534,5.121844020697869,5.121844020697869,3.4277565765980063,3.4277565765980063,2.2222457898845973,2.2222457898845973,1.3806850731217148,1.3806850731217148,212.083729624,0.07142857142857142,-2.0899999999999994,10.42855960264156,5.121140695118211,2.7009160415731115,94.49344888390488,0,0,0,0,2,0,2,0,0,2,0,2,0,2,0,2,3,0,0,0,0,0
153,CINNAMALDEHYDE,1.9,1.8987,41.54000000000002,5.52705044398087,5.52705044398087,3.1017276641799554,3.1017276641799554,1.9058831224074562,1.9058831224074562,1.1668150461385,1.1668150461385,0.7145448510869892,0.7145448510869892,132.057514876,0.0,-1.37,6.745874855156431,3.6165878630836263,1.8597894898001621,59.998148530546295,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0
154,EUGENOL,2.49,2.1293,48.55980000000003,7.07907652509542,7.07907652509542,3.744063076679359,3.744063076679359,2.4990004639770524,2.4990004639770524,1.6241733935106488,1.6241733935106488,1.0156731681243487,1.0156731681243487,164.083729624,0.2,-1.4400000000000002,8.654696969696971,3.809658461029751,1.7840075614366737,72.10934752660204,0,0,0,0,1,0,1,0,0,2,1,2,0,2,1,1,3,0,0,0,0,0
155,DIGOXIN,1.26,2.2181000000000015,192.61079999999947,32.904204385552106,32.904204385552106,20.940873252225256,20.940873252225256,18.81563602783884,18.81563602783884,15.951628518858234,15.951628518858234,12.762329157364427,12.762329157364427,780.429606728,0.926829268292683,-1.2699999999999998,40.506602762877655,15.080660135484404,6.950374051685667,323.3224245630436,4,4,8,0,0,0,0,21,0,14,6,14,4,14,6,8,7,4,3,7,0,0
156,DIGITOXIN,1.85,3.247300000000002,191.22099999999944,32.58674730204907,32.58674730204907,20.83930432801269,20.83930432801269,18.737585988660523,18.737585988660523,15.858280555705045,15.858280555705045,12.782750842259388,12.782750842259388,764.4346921079999,0.926829268292683,-1.23,39.58921701472958,14.857670767284963,6.822362772765654,318.52819081084766,4,4,8,0,0,0,0,20,0,13,5,13,4,13,5,8,7,4,3,7,0,0
157,CHLORAL HYDRATE,0.99,0.6672999999999998,28.515599999999996,3.1056708792172234,5.373457717272586,1.3720196236029762,2.5059130426306577,0.9152814932247891,3.2842208782184805,0.29277002188455997,0.8783100656536799,0.0,0.0,163.919862376,1.0,0.7899999999999999,7.789999999999999,2.3749885386789593,3.379101620029455,55.602459327263205,0,0,0,0,0,0,0,0,0,2,2,5,0,2,2,0,0,0,0,0,0,0
158,SULFANILAMIDE,-0.62,-0.08379999999999999,42.2276,5.688846486529344,6.50534306745707,2.883202078601512,4.429521556523074,2.1140448620671264,3.675467919534713,1.2086325525620765,2.137863785973645,0.6575061586928512,1.172945984666705,172.030648496,0.0,-1.07,8.030704934541792,2.5192903206703843,1.9239700742334507,64.87196040593747,0,0,0,0,1,0,1,0,0,3,2,5,0,4,4,1,1,0,0,0,0,0
159,HEXACHLOROPHENE,7.54,6.609000000000001,89.07959999999999,10.024021348621078,14.559595024731808,5.442914334093439,7.710701172148804,4.139487202258022,6.524216655238901,2.8338485851017077,5.063169629610221,1.7698728616155308,3.1959947796048547,403.849895512,0.07692307692307693,-0.22000000000000003,17.1388771933375,6.492314723370736,3.2624080951290786,150.26150430563968,0,0,0,0,2,0,2,0,0,2,2,8,0,2,2,2,2,0,0,0,0,0
160,QUINIDINE,2.88,3.1732000000000014,95.02680000000004,14.058925674792738,14.058925674792738,8.682990361275795,8.682990361275795,6.974393658935868,6.974393658935868,5.8194843766096,5.8194843766096,4.444306034250864,4.444306034250864,324.183778008,0.45,-1.9099999999999997,15.60801064990268,6.187607918654215,2.5024063339993896,142.3134262032049,0,3,3,0,1,1,2,4,2,4,1,4,4,4,1,5,4,0,3,3,0,0
161,SALICYLAMIDE,1.28,0.49110000000000004,36.62470000000002,5.2422132319119505,5.2422132319119505,2.79375634676635,2.79375634676635,1.8813998285450038,1.8813998285450038,1.1695090573361997,1.1695090573361997,0.6820006348246528,0.6820006348246528,137.047678464,0.0,-1.51,6.607785630153122,2.389632707443791,1.0748936229840518,58.09199178314606,0,0,0,1,1,0,1,0,0,2,2,3,0,3,3,1,1,0,0,0,0,0
162,ACETALDEHYDE,-0.34,0.2052,11.738000000000001,1.9855985596534889,1.9855985596534889,0.8130525295851417,0.8130525295851417,0.2357022603955159,0.2357022603955159,0.0,0.0,0.0,0.0,44.026214748,0.5,-0.33,2.67,1.6699999999999997,1.6700000000000006,19.265715242269923,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
163,METHYL FORMATE,0.03,-0.2108000000000001,13.073,2.393846850117352,2.393846850117352,0.8796528112548949,0.8796528112548949,0.33192730526045355,0.33192730526045355,0.09622504486493766,0.09622504486493766,0.0,0.0,60.021129368000004,0.5,-0.53,3.4699999999999998,2.4699999999999993,1.4699999999999982,24.379260471776803,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,0,0
164,COUMAPHOS,4.13,4.4311200000000035,90.39600000000003,12.420932181234337,14.887784899180435,6.7153732640478685,9.649376338747869,4.360517367438983,7.67352178327738,2.859828782458635,5.7369464369171705,1.9049903870932254,4.120182644034003,362.0144589219999,0.35714285714285715,-0.9100000000000001,17.443957564029287,7.109717740333963,3.7000771499159453,137.92794716588332,0,0,0,0,1,1,2,0,0,6,0,8,1,5,0,2,6,0,0,0,0,0
165,CRESYL GLYCIDYL ETHER,2.16,1.7726199999999999,46.41400000000003,7.117461489248951,7.117461489248951,4.155040460790718,4.155040460790718,3.0793985648106936,3.0793985648106936,1.8592443819516224,1.8592443819516224,0.9879320215612881,0.9879320215612881,164.083729624,0.4,-1.02,7.619909030353873,3.1515896434999315,1.983383735594152,72.11243088256792,0,1,1,0,1,0,1,1,0,2,0,2,1,2,0,2,3,0,1,1,0,1
166,CROTONALDEHYDE,0.6,0.7614000000000001,20.877999999999993,3.1402990980327403,3.1402990980327403,1.4797191962518086,1.4797191962518086,0.6618661865511632,0.6618661865511632,0.271017509861714,0.271017509861714,0.07856742013183866,0.07856742013183866,70.041864812,0.25,-0.5900000000000001,4.41,3.4100000000000006,3.410000000000001,31.305996438878882,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
167,CYANOACETIC ACID,-0.76,-0.015319999999999945,17.865799999999997,3.0097822626503263,3.0097822626503263,1.358444521918437,1.358444521918437,0.7286291215284089,0.7286291215284089,0.23028266665712216,0.23028266665712216,0.06763020027772251,0.06763020027772251,85.016378336,0.3333333333333333,-1.04,4.960000000000001,2.212525252525253,2.9600000000000004,34.81747079033126,0,0,0,0,0,0,0,0,0,2,1,3,0,3,1,0,1,0,0,0,0,0
168,CYCLAMATE,-1.61,0.7114999999999998,41.55730000000002,6.284842642013912,7.101339222941638,3.8252033799228595,5.2652667087235,2.927851336054038,4.113686276105869,1.9207680547236163,2.551960733125771,1.4310581699513056,2.0879971558227157,179.061614276,1.0,-0.13000000000000003,8.961996320147193,3.511902541144525,3.690706617909415,66.87200615056054,1,0,1,0,0,0,0,0,0,2,2,5,0,4,2,1,2,1,0,1,0,0
169,CADMIUM CHLORIDE,0.21,-5.9945,0.0,1.4630357272050019,7.011203328307932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.84106386,0.0,1.502077922077922,24.472576341048725,9.717231312962355,3.5020779220779192,51.957215838564146,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
170,BUTYL GLYCOLYL BUTYL PHTHALATE,4.15,3.143600000000002,87.78200000000005,14.208638287847517,14.208638287847517,8.185887497332022,8.185887497332022,5.185212547881423,5.185212547881423,3.1799941505022695,3.1799941505022695,1.8003029236445478,1.8003029236445478,336.157288488,0.5,-2.3699999999999997,19.676232085067035,11.209790452578265,6.810008054319981,141.63591048090825,0,0,0,0,1,0,1,0,0,6,0,6,0,6,0,1,10,0,0,0,0,0
171,DDD,6.02,5.929000000000003,80.24100000000003,9.28536058393317,12.309076368006988,5.367818266096009,6.996618773058433,3.915228272993108,5.951881343689907,2.7102200151846394,3.7181252765425787,1.823640237744887,2.657530927047019,317.95366104,0.14285714285714285,-0.40000000000000013,14.018545496589201,6.164208984375,3.330091331517386,126.43144646188091,0,0,0,0,2,0,2,0,0,0,0,4,0,0,0,2,3,0,0,0,0,0
172,BUTYLPARABEN,3.57,2.349100000000001,53.297300000000035,8.194431596745831,8.194431596745831,4.699004209041121,4.699004209041121,3.0363466060298503,3.0363466060298503,1.834054350942814,1.834054350942814,0.9900502841663599,0.9900502841663599,194.094294308,0.36363636363636365,-1.5099999999999998,10.570064051240992,5.269484963122046,3.0883626680736613,83.32541477322667,0,0,0,0,1,0,1,0,0,3,1,3,0,3,1,1,4,0,0,0,0,0
173,DECALDEHYDE,3.76,3.3260000000000023,48.67400000000003,7.642452809145871,7.642452809145871,4.851057332045926,4.851057332045926,3.0766621448211215,3.0766621448211215,1.925528666022963,1.925528666022963,1.1847776818172866,1.1847776818172866,156.15141526,0.9,-0.33,10.67,9.67,9.67,70.1852521574428,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8,0,0,0,0,0
174,n-Butyl methacrylate,2.88,1.9058,40.681000000000004,6.644923705673916,6.644923705673916,3.507583596838497,3.507583596838497,2.269802667577787,2.269802667577787,1.0795090917835661,1.0795090917835661,0.43240387387744533,0.43240387387744533,142.099379688,0.625,-0.79,9.210000000000003,5.031464654502671,4.125077866183215,61.87931012597219,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,4,0,0,0,0,0
175,1-BUTYL MERCAPTAN,2.28,1.7163,28.76099999999999,3.5685339390596003,4.462961130059516,2.0233345472033855,2.655790079237061,1.0771601883432524,1.5243737838432103,0.5116672736016926,0.8278950396185305,0.15811388300841892,0.4743416490252568,90.05032132,1.0,0.35,5.35,4.349999999999999,4.349999999999998,38.9891440344211,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0
176,DEOXYCHOLIC ACID,3.5,4.477900000000005,108.64740000000008,17.939759042346225,17.939759042346225,11.754444350465105,11.754444350465105,11.296200311141257,11.296200311141257,10.316808654585063,10.316808654585063,8.7124914408296,8.7124914408296,392.29265975999994,0.9583333333333334,-0.6100000000000001,20.654249196120066,7.265299929479606,3.0483467818702783,169.6538184014664,4,0,4,0,0,0,0,10,0,3,3,4,0,4,3,4,4,4,0,4,0,0
177,Dexpanthenol,-1.92,-1.1355999999999997,51.58610000000003,8.655666470899554,8.655666470899554,4.629235617388942,4.629235617388942,3.917419189412111,3.917419189412111,2.0302081822334035,2.0302081822334035,0.8286744678509249,0.8286744678509249,205.131408088,0.8888888888888888,-0.6500000000000001,13.350000000000001,5.951455171188357,4.039034872808511,83.75287348324227,0,0,0,1,0,0,0,1,0,4,4,5,0,5,4,0,6,0,0,0,0,0
178,DIACETYL,-1.34,0.1644000000000001,21.36199999999999,3.8164965809277263,3.8164965809277263,1.6582482904638631,1.6582482904638631,1.1123724356957947,1.1123724356957947,0.49579081189859825,0.49579081189859825,0.0,0.0,86.036779432,0.5,-0.66,5.34,1.6978532452412014,1.6394011976047902,36.1571215711069,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,0,0
179,N-BUTYL GLYCIDYL ETHER,0.63,1.2019,35.467,5.92938075605009,5.92938075605009,3.625331026294228,3.625331026294228,2.3838101489852828,2.3838101489852828,1.348341094389762,1.348341094389762,0.6254452556214224,0.6254452556214224,130.099379688,1.0,-0.08,7.032107623318386,3.854020551508844,3.4885012769209114,56.15016301969372,0,1,1,0,0,0,0,1,0,2,0,2,1,2,0,1,5,0,1,1,0,1
180,DIAMYL PHTHALATE,5.62,4.380600000000004,86.05700000000006,13.599248488106339,13.599248488106339,8.135410681680073,8.135410681680073,5.2316357265450115,5.2316357265450115,3.3289865989409635,3.3289865989409635,2.0284747808016093,2.0284747808016093,306.183109312,0.5555555555555556,-1.8399999999999999,18.209603174603174,10.825135301083288,6.288909888397771,132.3608431513576,0,0,0,0,1,0,1,0,0,4,0,4,0,4,0,1,10,0,0,0,0,0
181,DIAZINON,3.81,3.5847200000000026,79.02300000000004,12.043548049107674,13.754471821035317,6.341137853298482,8.897176454989255,4.234512685735311,7.169552628564478,2.1441657031999517,4.559747055693302,1.3875434480835418,3.384127713202852,304.101050162,0.6666666666666666,-0.55,16.50420054200542,7.2904051242661545,5.146214182684139,119.51079978829642,0,0,0,0,0,1,1,0,0,6,0,7,1,5,0,1,7,0,0,0,0,0
182,n-Butyl acrylate,2.36,1.5157,36.06399999999999,5.722273974863542,5.722273974863542,3.1009536313038994,3.1009536313038994,1.7251748420833923,1.7251748420833923,0.9088785956055249,0.9088785956055249,0.3760241478105343,0.3760241478105343,128.083729624,0.5714285714285714,-0.79,8.210000000000003,5.348696255201112,5.074900256974754,55.514368011575584,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,4,0,0,0,0,0
183,DIBUTYL ETHER,3.21,2.603200000000001,40.635000000000005,6.650888977583149,6.650888977583149,3.9915638315627207,3.9915638315627207,2.3194792168823417,2.3194792168823417,1.284457050376173,1.284457050376173,0.59486135244271,0.59486135244271,130.135765196,1.0,-0.04,8.960000000000003,7.960000000000003,7.9600000000000035,58.40739105811268,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6,0,0,0,0,0
184,BRUCINE,0.98,2.1097,106.51300000000005,16.888863193491666,16.888863193491666,10.802367729035584,10.802367729035584,9.484052939305617,9.484052939305617,8.814850776708308,8.814850776708308,7.871287979287987,7.871287979287987,394.189257312,0.6086956521739131,-2.05,16.71562640318135,5.3498680246166375,1.7605360828948988,169.93265423985088,1,5,6,1,1,0,1,6,2,5,0,6,5,6,0,7,2,1,3,4,1,0
185,DIBUTYLAMINE,2.83,2.1761999999999997,42.68570000000001,6.742640687119286,6.742640687119286,4.121320343559642,4.121320343559642,2.457106781186547,2.457106781186547,1.4142135623730947,1.4142135623730947,0.7285533905932736,0.7285533905932736,129.151749608,1.0,-0.04,8.960000000000003,7.960000000000003,7.9600000000000035,58.84370801221385,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,6,0,0,0,0,0
186,Dicamba,2.21,2.7002000000000006,49.97330000000001,6.674339660825391,8.1861975528623,3.3287514542098915,4.084680400228346,2.242609449541099,3.057009703022311,1.476784277922567,2.0893856230000183,0.9320596870193099,1.3963455847660309,219.969399412,0.125,-0.9299999999999999,10.15285004142502,3.852472255768916,1.8696380097186345,84.8371208838002,0,0,0,0,1,0,1,0,0,2,1,5,0,3,1,1,2,0,0,0,0,0
187,DICHLOBENIL,2.74,2.8650800000000007,41.17700000000001,4.935193349087291,6.447051241124199,2.595588206615499,3.3515171526339538,1.7084620832736173,2.5228623367548297,1.0745656840407005,1.7045064723894128,0.6046292479654278,1.08658935490408,170.964254456,0.0,-0.71,7.397642626480085,2.916794426263587,1.2337121686205346,68.79545736912563,0,0,0,0,1,0,1,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0
188,DICHLONE,2.65,2.7548000000000012,53.83500000000001,6.881826603704685,8.393684495741594,3.8635630326627166,4.619491978681171,2.8317965454558007,3.587725491474255,2.0077264747321006,2.8257085834177063,1.3149409274306472,1.690183784034303,225.958834728,0.0,-1.12,9.435606308498533,3.2256202933016245,1.1895469786329609,90.1253140452208,1,0,1,0,1,0,1,0,0,2,0,4,0,2,0,2,0,0,0,0,0,0
189,Bromoacetone,0.11,0.9703,24.47499999999999,2.993319544659638,4.579316083774342,1.3249387777376296,2.446407685484032,0.8356457240788239,1.3963801779520253,0.18818509351521026,0.9778384295863338,0.0,0.0,135.95237688,0.6666666666666666,0.14999999999999997,5.1499999999999995,2.390963855421687,4.150000000000002,39.49820496230789,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0
190,DICHLORVOS,1.43,2.6804000000000006,42.498500000000014,5.91348597256349,8.319771055600317,2.4491351922675033,4.665657624966403,1.3252688143713367,4.168675611289923,0.7181047486804865,2.1543142460414595,0.2649925719136502,1.0340234376078294,219.94590069400002,0.5,0.2699999999999999,11.27,5.011734618488308,4.665437085569258,74.64125315559419,0,0,0,0,0,0,0,0,0,4,0,7,0,4,0,0,4,0,0,0,0,0
191,DICUMYL PEROXIDE,5.5,4.805200000000005,81.10600000000007,12.589999272823988,12.589999272823988,6.896282162176448,6.896282162176448,5.919338200395202,5.919338200395202,3.396314268805379,3.396314268805379,1.9836135134582398,1.9836135134582398,270.161979944,0.3333333333333333,-1.6399999999999997,14.76255105525579,5.7770199390866175,3.4682759691527347,120.83453578669274,0,0,0,0,2,0,2,0,0,2,0,2,0,2,0,2,5,0,0,0,0,0
192,DICYCLOPENTADIENE,2.78,2.3846000000000007,41.47400000000001,6.0330157158901025,6.0330157158901025,4.2996598285221195,4.2996598285221195,3.853371151128521,3.853371151128521,3.4551019935850475,3.4551019935850475,2.972928357122204,2.972928357122204,132.093900384,0.6,-0.52,5.172687783025168,1.552802392011269,0.44793567053969935,61.62703053244281,3,0,3,0,0,0,0,4,2,0,0,0,0,0,0,3,0,1,0,1,0,4
193,DIELDRIN,5.4,4.481400000000002,77.57500000000003,9.34724352484353,13.882817200954259,6.249144789936064,8.51693162799143,6.306182474345143,9.581833664301058,5.923293583236558,10.215793303651186,5.298209213835469,8.43442226552977,377.870630956,0.8333333333333334,1.44,12.932158223084155,3.2014111163459638,0.9859582678778774,139.96799807715874,4,1,5,0,0,0,0,8,4,1,0,7,1,1,0,5,0,3,1,4,0,8
194,BISPHENOL A DIGLYCIDYL ETHER,3.84,3.2243000000000013,98.64060000000005,15.221101879033958,15.221101879033958,8.849046226617533,8.849046226617533,7.1668891297721755,7.1668891297721755,4.590210233963558,4.590210233963558,2.582326213342039,2.582326213342039,358.1780239319999,0.42857142857142855,-2.0799999999999996,18.703393347050756,8.079273836199967,5.4591039275100535,153.69624839451393,0,2,2,0,2,0,2,2,0,5,2,5,2,5,2,4,6,0,2,2,0,2
195,DIETHYLENE GLYCOL MONO-N-BUTYL ETHER,0.56,0.812,43.63180000000001,7.213457644733518,7.213457644733518,4.178035085582637,4.178035085582637,2.3019050597348416,2.3019050597348416,1.249861653331167,1.249861653331167,0.6329246377798518,0.6329246377798518,162.125594436,1.0,-0.12,10.88,9.88,9.880000000000003,68.31517003981556,0,0,0,0,0,0,0,0,0,3,1,3,0,3,1,0,8,0,0,0,0,0
196,DIETHYLENE GLYCOL MONOBUTYL ETHER ACETATE,1.3,1.3828,53.179000000000045,9.082740630161286,9.082740630161286,5.058730744624476,5.058730744624476,2.9183415983113976,2.9183415983113976,1.5472330987592238,1.5472330987592238,0.8126958863912395,0.8126958863912395,204.13615912,0.9,-0.6100000000000001,13.39,10.470710250201776,11.39,85.52588784596342,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,9,0,0,0,0,0
197,BIS(2-CHLOROETHYL)SULFIDE,2.14,2.1972000000000005,38.76500000000001,3.9926043612285076,6.320958834193141,2.1118727530144743,4.3356182590434225,0.9903369087050217,2.9710107261150642,0.4429784845569047,2.2547555534432653,0.21117101773396188,1.2881667239098624,157.972376616,1.0,0.9299999999999999,7.930000000000001,6.93,6.93,58.56371985014796,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,0,0,0,0,0
198,DIISOPROPANOLAMINE,-0.82,-0.6623999999999999,36.2313,5.963341291752263,5.963341291752263,3.194701679987847,3.194701679987847,2.356291022556022,2.356291022556022,0.8794976108937312,0.8794976108937312,0.5011079128017267,0.5011079128017267,133.11027872,1.0,-0.12,8.880000000000003,4.730174498823148,7.880000000000003,55.70229128781264,0,0,0,0,0,0,0,2,0,3,3,3,0,3,3,0,4,0,0,0,0,2
199,BIS(2-ETHYLHEXYL) PHTHALATE,7.6,6.433000000000007,113.61900000000009,18.168162588858685,18.168162588858685,10.999113986836347,10.999113986836347,7.575511645914164,7.575511645914164,5.353703916342759,5.353703916342759,3.177910414975333,3.177910414975333,390.277009696,0.6666666666666666,-1.8399999999999999,24.198226299694188,14.19947922081137,8.450621957950466,170.55049583773723,0,0,0,0,1,0,1,2,0,4,0,4,0,4,0,1,14,0,0,0,0,2
