,NameOfSubstance,hsdb_log_kow,Crippen_MolLogP,Crippen_MolMR,Chi0n,Chi0v,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,ExactMolWt,FractionCSP3,allKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,N_AliphCarbC,N_AliphHetC,N_AliphRing,N_AmideBonds,N_AromCarbC,N_AromHetC,N_AromRing,N_AtomStereoCenters,N_BridgeheadAtoms,N_HBA,N_HBD,N_Heteroatoms,N_Heterocycles,N_LipinskiHBA,N_LipinskiHBD,N_Rings,N_RotatableBonds,N_CarbC,N_SatHetC,N_SatRing,N_SpiroAt,N_UnsAtSterCent
200,CAPTAFOL,3.8,3.520900000000001,74.72900000000001,8.984781267249682,12.824993632251227,5.222245702818578,7.624442871914975,4.080432641720234,8.20241327076405,2.9341710252064006,6.166451026279678,2.0213933731132316,3.448314882060862,346.910810248,0.6,0.38999999999999974,14.791944718770356,5.408269402311096,2.634025463292957,128.87689503196762,1,1,2,2,0,0,0,2,0,3,0,8,1,3,0,2,3,0,1,1,0,2
201,BIS(2-ETHYLHEXYL) PHOSPHATE,6.07,4.920800000000005,86.12250000000007,14.30597510760014,15.200402298600055,8.585563880059217,10.046157366739658,5.871750257453231,7.282575227947469,4.0232556762652445,4.9538536052988915,2.2268762733174783,3.088197265593367,321.22001977790995,1.0,0.11000000000000001,21.110000000000003,12.633946222561772,11.346307529381527,130.78431762946352,0,0,0,0,0,0,0,2,0,4,0,5,0,4,0,0,14,0,0,0,0,2
202,DIGLYCIDYL ETHER,-0.85,-0.19940000000000002,30.298999999999985,5.207872534517032,5.207872534517032,3.2590982210257353,3.2590982210257353,2.448141081088224,2.448141081088224,1.4122251384033513,1.4122251384033513,0.6594659464934112,0.6594659464934112,130.06299418,1.0,-0.12,5.648739038502517,2.2483885652559703,1.93040302009999,53.892934981274756,0,2,2,0,0,0,0,2,0,3,0,3,2,3,0,2,4,0,2,2,0,2
203,DIHEPTYL PHTHALATE,7.56,5.941000000000006,104.52500000000008,16.427675612852532,16.427675612852532,10.135410681680073,10.135410681680073,6.6458492889181064,6.6458492889181064,4.328986598940964,4.328986598940964,2.735581561988157,2.735581561988157,362.245709568,0.6363636363636364,-1.8399999999999999,22.201390728476824,14.342100658574381,9.023438007918621,157.82061160894403,0,0,0,0,1,0,1,0,0,4,0,4,0,4,0,1,14,0,0,0,0,0
204,BIOTIN,0.39,0.7968000000000001,61.59320000000003,8.939543180393164,9.75603976132089,5.5702993905814635,6.61905418056212,4.26138125807225,5.53354678504816,3.0674294445664945,4.576068504965448,2.264757116766507,3.808346038947311,244.088163372,0.8,-0.9099999999999999,11.571752540962677,4.9476486864612665,2.6071993441328214,98.35218009520544,0,2,2,2,0,0,0,3,0,3,3,6,2,5,3,2,5,0,2,2,0,3
205,DILAURYL THIODIPROPIONATE,11.8,9.428,152.16499999999982,23.426017763169543,24.242514344097266,15.09251746286662,16.247218001245873,9.917273827289687,11.142018698681273,6.422928906733589,7.408527466387078,4.108410221190439,4.934542834350515,514.405581336,0.9333333333333333,-0.71,34.29,29.519902243069232,29.410156203063984,221.9958170297978,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,0,28,0,0,0,0,0
206,DIMETHYL ETHER,0.1,0.26260000000000006,12.933000000000002,2.408248290463863,2.408248290463863,0.8164965809277261,0.8164965809277261,0.4082482904638631,0.4082482904638631,0.0,0.0,0.0,0.0,46.041864812,1.0,-0.04,2.9600000000000004,1.96,1.9600000000000033,20.217738371733038,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
207,Dimethyl sulfide,0.92,0.9792,19.438999999999997,2.408248290463863,3.224744871391589,0.8164965809277261,2.449489742783178,0.4082482904638631,1.224744871391589,0.0,0.0,0.0,0.0,62.019021192,1.0,0.35,3.3499999999999996,2.35,2.3500000000000014,25.2273031675914,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
208,DIMETHYL TETRACHLOROTEREPHTHALATE,4.4,3.873400000000001,69.16100000000002,9.14485105389236,12.16856683796618,4.388922107873906,5.9007799999108155,2.989092193612847,4.500950085649756,2.042414383304873,3.7477363737611276,1.1942392808971611,2.3555069760494716,329.90201939199994,0.2,-0.6800000000000002,15.377736720554275,5.974619917192636,2.518276492293722,122.65437114371136,0,0,0,0,1,0,1,0,0,4,0,8,0,4,0,1,2,0,0,0,0,0
209,DINONYL PHTHALATE,9.52,7.501400000000008,122.9930000000001,19.256102737598717,19.256102737598717,12.135410681680073,12.135410681680073,8.060062851291201,8.060062851291201,5.328986598940965,5.328986598940965,3.4426883431747046,3.4426883431747046,418.308309824,0.6923076923076923,-1.8399999999999999,26.195511363636363,17.97103809311651,11.992441332451182,183.28038006653048,0,0,0,0,1,0,1,0,0,4,0,4,0,4,0,1,18,0,0,0,0,0
210,DIPHENAMID,2.17,2.9067000000000016,73.42100000000005,10.706314847049708,10.706314847049708,6.009550742812183,6.009550742812183,4.487044765926919,4.487044765926919,2.9535353001439186,2.9535353001439186,2.0267809585224223,2.0267809585224223,239.131014164,0.1875,-2.0899999999999994,12.369104292002639,5.496442955858815,2.5914735972097724,107.8696215533946,0,0,0,1,2,0,2,0,0,1,0,2,0,2,0,2,3,0,0,0,0,0
211,BENZYL CHLORIDE,2.3,2.4254000000000007,35.99900000000001,4.471822600143904,5.227751546162359,2.531498235028658,3.0660207188535065,1.6192291806097014,1.8864904225221257,0.9971280120395808,1.3057347119637648,0.5670976518131655,0.7452718130881152,126.023627904,0.14285714285714285,-0.49000000000000005,5.643155792276964,2.729135295311661,1.2392064029119825,54.09961146077524,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
212,BENZYL BROMIDE,2.92,2.5815,39.07300000000002,4.471822600143904,6.0578191392586085,2.531498235028658,3.6529671427750605,1.6192291806097014,2.179963634482903,0.9971280120395808,1.6446083878147624,0.5670976518131655,0.9409206210619665,169.973112324,0.14285714285714285,-0.30000000000000004,5.829870129870129,2.8759809750297274,1.3382187267509833,57.66389283953493,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
213,DIPHENYL-2-ETHYLHEXYL PHOSPHATE,5.73,3.991900000000003,95.66150000000006,14.759486843187489,15.653914034187403,8.775173371513706,10.235766858194149,6.2536021467214935,7.330603523556464,4.6349374697947505,5.146527708718733,3.5112429296870475,4.223838881488483,360.15014306982005,0.4,-1.4499999999999997,19.86922880691552,8.772936619467583,4.79816061853099,149.65965764910783,0,0,0,0,2,0,2,1,0,4,0,5,0,4,0,2,9,0,0,0,0,1
214,BENZOYL PEROXIDE,3.46,2.615400000000001,63.71500000000003,9.406495853751712,9.406495853751712,5.304530452640312,5.304530452640312,3.4736324313660756,3.4736324313660756,2.212024039232289,2.212024039232289,1.3203836344848499,1.3203836344848499,242.0579088,0.0,-2.6199999999999988,11.853492048583622,5.63191006693438,2.946780724478822,103.69781152919383,0,0,0,0,2,0,2,0,0,4,0,4,0,4,0,2,2,0,0,0,0,0
215,DISULFOTON,4.02,3.7702000000000027,72.99400000000004,9.023988953752012,12.367905887535107,4.79499275987393,10.178527284143914,2.312909769600933,10.136334203664694,1.2556226775526171,7.976868250331396,0.7803654957880988,6.642842515024668,274.028479478,1.0,1.27,15.270000000000001,9.492720917643227,7.547184073764443,100.80899880655427,0,0,0,0,0,0,0,0,0,5,0,6,0,2,0,0,9,0,0,0,0,0
216,SULFOTEP,3.99,3.5980000000000025,76.15900000000005,10.580592348993148,14.002439892848432,5.443721149805885,10.555798353187436,2.6471751669662624,8.805303945696666,1.348853311527998,7.711470998651346,0.9237465225810343,7.296274773821189,322.02273899999994,1.0,1.0999999999999999,18.1,9.075348580086404,7.30678023275426,113.62142818256615,0,0,0,0,0,0,0,0,0,7,0,9,0,5,0,0,10,0,0,0,0,0
217,DITRIDECYL PHTHALATE,13.45,10.622199999999992,159.9289999999997,24.912956987091086,24.912956987091086,16.135410681680074,16.135410681680074,10.888489976037386,10.888489976037386,7.328986598940965,7.328986598940965,4.856901905547797,4.856901905547797,530.4335103359999,0.7647058823529411,-1.8399999999999999,34.18765486725664,25.438832875668634,18.41785456454013,234.1999169817034,0,0,0,0,1,0,1,0,0,4,0,4,0,4,0,1,26,0,0,0,0,0
218,Diuron,2.68,3.0869000000000018,59.167700000000025,7.843441639551154,9.355299531588063,3.938156478703639,4.694085424722094,2.9534677186360376,3.7678679721172497,1.577052347683081,2.3160816264210973,0.809163961501407,1.1072551431240163,232.0170183,0.2222222222222222,-0.9299999999999998,11.146511094108646,4.529874882436225,2.7868385985374062,92.6039798703053,0,0,0,2,1,0,1,0,0,1,1,5,0,3,1,1,1,0,0,0,0,0
219,BENZALDEHYDE,1.48,1.4990999999999999,31.829499999999992,4.3723499056016175,4.3723499056016175,2.4350609975132884,2.4350609975132884,1.5285347327207177,1.5285347327207177,0.9356552548998027,0.9356552548998027,0.5316063389306862,0.5316063389306862,106.041864812,0.0,-1.11,5.035137880986937,2.262450086021194,0.936277398677246,47.95786733393734,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
220,CHLORPYRIFOS,4.96,4.718100000000002,77.43200000000002,9.65287760344577,13.63158821342878,5.017495294338299,8.707427315056757,2.922028581870719,7.029481865631415,1.6272346318388393,4.972432894378644,1.0046270716835448,3.5945294102959977,348.926283882,0.4444444444444444,0.38999999999999985,16.44437737901033,7.246563253264823,4.494247868158743,125.74118203040851,0,0,0,0,0,1,1,0,0,5,0,9,1,4,0,1,6,0,0,0,0,0
221,ENDOSULFAN,3.83,3.689800000000001,77.36340000000001,8.969694100663162,14.321764357701618,5.188423871667992,8.45621070972336,4.61203603343088,8.767340034641697,3.9406736809015612,8.946869492336548,2.9592238514332125,6.598894658410815,403.816881132,0.7777777777777778,1.5499999999999998,15.445865802036371,4.526742855893185,1.5894427466458492,141.7906412262262,2,1,3,0,0,0,0,4,2,3,0,10,1,3,0,3,0,1,1,2,0,4
222,ENDOTHALL,1.91,-0.050800000000000234,40.14660000000001,6.842786701523104,6.842786701523104,4.220713256872205,4.220713256872205,3.518378595882003,3.518378595882003,2.8435750396623263,2.8435750396623263,2.3053005311986343,2.3053005311986343,186.05282342,0.75,-1.1,8.496118021753501,2.697681876720286,1.1091699746920005,74.30724045553379,0,2,2,0,0,0,0,4,2,3,2,5,2,5,2,2,2,0,2,2,0,4
223,BENSULIDE,4.2,3.7726000000000024,100.81550000000004,13.760617075447477,17.104534009230573,7.305596092397999,13.017593325883128,5.299592160820501,13.401362217400766,2.376887331204845,9.394301902845418,1.618560076839072,8.468066170041597,397.06050787799995,0.5714285714285714,0.050000000000000044,21.093383947939266,9.511668950377361,8.115110168657495,148.05362106327618,0,0,0,0,1,0,1,0,0,6,1,9,0,5,1,1,10,0,0,0,0,0
224,EPTAM,3.21,2.9815000000000014,55.683000000000035,8.299244082360422,9.115740663288149,4.674306098401974,5.659904658055462,2.6859683803273833,3.901234636613543,1.5130599038470114,2.306884503260324,1.0489745289300585,1.6610734756715075,189.118735228,0.8888888888888888,-0.18000000000000005,11.820000000000002,7.46818870765945,4.648069441030372,79.70325373861478,0,0,0,1,0,0,0,0,0,2,0,3,0,2,0,0,5,0,0,0,0,0
225,ERGOSTEROL,8.86,7.330800000000009,123.48180000000006,19.747814024891678,19.747814024891678,12.440227532768493,12.440227532768493,11.853320896888688,11.853320896888688,10.02241874479175,10.02241874479175,7.594380923137874,7.594380923137874,396.339216028,0.7857142857142857,-0.8200000000000001,21.41350069389557,7.702144958531797,3.4989213162814403,179.2947881580643,4,0,4,0,0,0,0,8,0,1,1,1,0,1,1,4,4,3,0,3,0,0
226,ETHION,5.073,5.005300000000004,95.12300000000005,11.69594742064356,16.750788126354294,6.021071418995511,14.478739390776976,2.94157552881841,15.92704315736556,1.570490332883782,13.565848447122807,1.008732000696787,13.711099637000386,383.9876164439999,1.0,1.8399999999999999,20.84,11.413012205652409,9.456846706093224,134.44287384816894,0,0,0,0,0,0,0,0,0,8,0,10,0,4,0,0,12,0,0,0,0,0
227,ETHYL ACETOACETATE,0.25,0.5286,31.930999999999983,5.638958433764684,5.638958433764684,2.8152611326637027,2.8152611326637027,1.6838129682396143,1.6838129682396143,0.6986082512549978,0.6986082512549978,0.41528180641911305,0.41528180641911305,130.06299418,0.6666666666666666,-0.8600000000000001,8.140000000000002,4.062432372063822,5.003659030865051,54.00055102940699,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0
228,ETHYL ANTHRANILATE,2.57,1.4455,46.81090000000002,6.910354708062404,6.910354708062404,3.770055610029663,3.770055610029663,2.307720629106861,2.307720629106861,1.45613559852871,1.45613559852871,0.8917463871084823,0.8917463871084823,165.078978592,0.2222222222222222,-1.51,8.585328884652048,3.7588733548338538,1.7515801479920028,71.14118748925014,0,0,0,0,1,0,1,0,0,3,1,3,0,3,2,1,2,0,0,0,0,0
229,ETHYL N-BUTYRATE,1.85,1.3496000000000001,31.540999999999983,5.437816924487368,5.437816924487368,2.9646903780250446,2.9646903780250446,1.5550211698203653,1.5550211698203653,0.7594493502441826,0.7594493502441826,0.43728056659547937,0.43728056659547937,116.083729624,0.8333333333333334,-0.53,7.470000000000001,4.624559505409582,3.6528153564899446,49.83902892936323,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,3,0,0,0,0,0
230,BENFLURALIN,5.29,4.148200000000004,77.54780000000001,12.59165503050845,12.59165503050845,6.919433478890023,6.919433478890023,4.808305713037862,4.808305713037862,3.269934191308311,3.269934191308311,2.1471993549024875,2.1471993549024875,335.10929065199997,0.5384615384615384,-2.3900000000000006,18.65852013585638,7.2484255198207075,4.299219696317904,129.54838924425488,0,0,0,0,1,0,1,0,0,5,0,10,0,7,0,1,7,0,0,0,0,0
231,ETHYL CHLOROACETATE,0.94,0.7883,27.35299999999999,4.108674616310048,4.864603562328503,2.0248448387509215,2.5593673225757705,0.9386517907765778,1.2059130326890024,0.41443415013024737,0.6326520403662398,0.1995634752053677,0.2767151501864137,122.013457144,0.75,-0.24000000000000005,6.76,3.9336111111111105,3.5940512675658494,47.412410927451695,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,2,0,0,0,0,0
232,AZINPHOS ETHYL,3.4,2.779700000000001,88.92600000000004,11.760817254637296,14.288237607492665,6.455451485436109,10.684285471326843,3.952241225371983,10.231769408601684,2.54187346948529,7.875681921261707,1.661388055771105,5.82591788631251,345.03707000199995,0.4166666666666667,-0.79,16.578289001056095,7.465933933417963,4.109318141816016,131.29716584208654,0,0,0,0,1,1,2,0,0,8,0,9,1,6,0,2,7,0,0,0,0,0
233,ETHYL LACTATE,-0.18,-0.06970000000000004,28.313799999999986,5.048167226803858,5.048167226803858,2.528254499776823,2.528254499776823,1.4280217648366234,1.4280217648366234,0.6277079814640807,0.6277079814640807,0.2628600313905422,0.2628600313905422,118.06299418,0.8,-0.5700000000000001,7.43,3.43425867993602,2.5774208427157883,48.26832056716263,0,0,0,0,0,0,0,1,0,3,1,3,0,3,1,0,2,0,0,0,0,1
234,ATRAZINE,2.61,1.7770999999999997,57.75940000000002,8.504062309885276,9.25999125590373,4.534658867758374,4.912623340767602,3.0810228346371993,3.4190845365286058,1.3607873809962805,1.529818231941984,0.9100064857776695,1.0701148058523666,215.09377312799998,0.625,-1.1,10.977519379844964,4.95024333881867,3.3341936893355397,88.3180482284173,0,0,0,0,0,1,1,0,0,5,2,6,1,5,2,1,4,0,0,0,0,0
235,Ascorbyl palmitate,6.0,4.624800000000002,109.44140000000009,17.735936204532795,17.735936204532795,11.137203391337005,11.137203391337005,7.7994628565617905,7.7994628565617905,5.181984995819004,5.181984995819004,3.348013857357943,3.348013857357943,414.26175355599986,0.8181818181818182,-1.7599999999999998,25.276710719530108,15.129358072639493,10.543706167609113,173.64043716013416,0,1,1,0,0,0,0,2,0,7,3,7,1,7,3,1,17,0,0,0,0,2
236,2-CHLOROETHANOL,-0.06,0.21749999999999997,17.805799999999998,2.23939163088228,2.9953205769007347,1.083489007929262,1.6180114917541109,0.4125890342545925,0.7905535072638197,0.08451542547285162,0.25354627641855493,0.0,0.0,80.00289246,1.0,0.24999999999999997,4.25,3.25,2.25,30.201693121303844,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0,0,0,0,0
237,ETHYLENE CYANOHYDRIN,-0.94,-0.10762000000000005,17.3158,2.8086407533730107,2.8086407533730107,1.3933879543600904,1.3933879543600904,0.6317206807583977,0.6317206807583977,0.2236067977499789,0.2236067977499789,0.04999999999999998,0.04999999999999998,71.03711378,0.6666666666666666,-0.55,4.45,3.4499999999999993,3.4500000000000015,30.65594869028749,0,0,0,0,0,0,0,0,0,2,1,2,0,2,1,0,1,0,0,0,0,0
238,ETHYLENE GLYCOL DIACETATE,0.1,-0.8472000000000002,40.7912,7.019564525300654,7.019564525300654,2.987917417997497,2.987917417997497,1.4852496672988342,1.4852496672988342,0.09999999999999996,0.09999999999999996,0.0,0.0,182.079038168,0.6666666666666666,-1.1400000000000001,17.089862284637647,16.44735730860441,27926.900816326477,70.07560311574261,0,0,0,0,0,0,0,0,0,4,4,6,0,6,4,0,1,0,0,0,0,0
239,ETHYLENE GLYCOL MONOBUTYL ETHER ACETATE,1.57,1.3662,42.360000000000014,7.260278777324327,7.260278777324327,3.9813804754348494,3.9813804754348494,2.305969162615603,2.305969162615603,1.1752246308310774,1.1752246308310774,0.592782683577516,0.592782683577516,160.109944372,0.875,-0.5700000000000001,10.430000000000001,7.536044538706258,9.43,67.68245838766332,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,6,0,0,0,0,0
240,FARNESOL,5.77,4.397900000000004,72.49880000000005,11.214798309001575,11.214798309001575,6.114104822379414,6.114104822379414,4.642352500750139,4.642352500750139,2.562484212224506,2.562484212224506,1.4947151036533204,1.4947151036533204,222.198365452,0.6,-0.8200000000000001,15.18,9.409141869664666,9.724281562263146,100.5738652850253,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,7,0,0,0,0,0
241,P-ANISOYL CHLORIDE,1.52,2.0742,43.177500000000016,6.003862130695457,6.7597910767139116,3.076846022478258,3.4548104954874854,2.0022064060715796,2.345491992538285,1.3169786119923086,1.5351965022283007,0.7220541399850999,0.8480422976548423,170.013457144,0.125,-1.02,8.080200400801603,3.39416330920392,1.9496809809608182,69.7396209047225,0,0,0,0,1,0,1,0,0,2,0,3,0,2,0,1,2,0,0,0,0,0
242,AMYL MERCAPTAN,2.74,2.1064000000000003,33.377999999999986,4.275640720246148,5.170067911246064,2.5233345472033855,3.155790079237061,1.4307135789365262,1.877927174436484,0.7616672736016925,1.0778950396185305,0.36180339887498936,0.5854101966249683,104.065971384,1.0,0.35,6.35,5.35,4.349999999999999,45.35408614881771,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0
243,GERANIOL,3.56,2.6714000000000016,49.50780000000003,7.723234477438853,7.723234477438853,4.0636280067274635,4.0636280067274635,3.0532005505033757,3.0532005505033757,1.5310097978029482,1.5310097978029482,0.8464137068445395,0.8464137068445395,154.135765196,0.6,-0.56,10.44,6.1695841223704875,7.335554906673255,69.43875774522651,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,4,0,0,0,0,0
244,GLUCONOLACTONE,-1.98,-3.0132,34.9862,6.12185882087261,6.12185882087261,3.4316984111763764,3.4316984111763764,2.583934883811727,2.583934883811727,1.7432869718798893,1.7432869718798893,0.9800039219295305,0.9800039219295305,178.04773804,0.8333333333333334,-0.6900000000000002,9.39841732979664,3.359310173331615,1.4157443239735392,68.01013278461804,0,1,1,0,0,0,0,4,0,6,4,6,1,6,4,1,1,0,1,1,0,0
245,D(+)-Glucose,-3.0,-3.2214000000000005,35.986,6.238174395098331,6.238174395098331,3.562009469593711,3.562009469593711,2.719449317389575,2.719449317389575,1.867059489777345,1.867059489777345,1.0817338105856498,1.0817338105856498,180.063388104,1.0,-0.24000000000000002,9.845034013605442,3.6489161032347726,1.5817587586505184,68.64284443677029,0,1,1,0,0,0,0,5,0,6,5,6,1,6,5,1,1,0,1,1,0,1
246,GLUTAMIC ACID,-3.69,-0.7369000000000001,32.480999999999995,5.279837872679989,5.279837872679989,2.739272034949104,2.739272034949104,1.8771444181011467,1.8771444181011467,0.986404679997266,0.986404679997266,0.4024526920533751,0.4024526920533751,147.053157768,0.6,-1.1,8.9,3.8375573921028465,3.8485659349463233,57.450421886908245,0,0,0,0,0,0,0,1,0,3,3,5,0,5,4,0,4,0,0,0,0,0
247,GLYCERIN,-1.76,-1.6681000000000001,20.1784,3.3332046180625943,3.3332046180625943,1.7071510027085632,1.7071510027085632,1.0189718779350343,1.0189718779350343,0.42149820593270626,0.42149820593270626,0.05773502691896257,0.05773502691896257,92.047344116,1.0,-0.12,5.88,3.0849180327868857,2.1377319587628865,35.851836513210806,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,2,0,0,0,0,0
248,GLYCINE,-3.21,-0.9702999999999999,16.6902,2.639918936339994,2.639918936339994,1.1895326240390471,1.1895326240390471,0.5978626884552846,0.5978626884552846,0.17462042625086102,0.17462042625086102,0.0,0.0,75.0320284,0.5,-0.5700000000000001,4.43,1.7215451895043727,3.429999999999999,29.39983969147865,0,0,0,0,0,0,0,0,0,2,2,3,0,3,3,0,1,0,0,0,0,0
249,GLYCYRRHIZIN,2.8,2.4076000000000026,204.46049999999943,35.07501693742042,35.07501693742042,20.744316393426512,20.744316393426512,20.623318252818233,20.623318252818233,17.221425641652026,17.221425641652026,13.36916024142165,13.36916024142165,839.4303350000002,0.8571428571428571,-2.5800000000000005,45.9352940168535,15.05276281629142,6.7190880449966235,343.56134631091896,5,2,7,0,0,0,0,19,0,14,9,17,2,17,11,7,7,4,2,6,0,1
250,GLYOXAL,-1.66,-0.6158000000000001,12.128,1.9711971193069777,1.9711971193069777,0.8047378541243653,0.8047378541243653,0.2721655269759088,0.2721655269759088,0.05555555555555559,0.05555555555555559,0.0,0.0,58.005479304000005,0.0,-0.66,3.34,2.34,1.3399999999999992,23.42723734231369,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,0,0
251,SUCROSE,-3.7,-5.395599999999993,68.64140000000003,12.042576132467907,12.042576132467907,7.0494601849480585,7.0494601849480585,5.559383362018338,5.559383362018338,4.070325339078978,4.070325339078978,2.6313159666862083,2.6313159666862083,342.11621152399994,1.0,-0.43999999999999995,18.89235232228663,7.207281294562587,3.2268020699807716,130.43645768522254,0,2,2,0,0,0,0,9,0,11,8,11,2,11,8,2,5,0,2,2,0,0
